player,position,team,season,age,plusMinus,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes
Austin Wagner,F,L.A,2019-20,22,-5,Entry-Level,759167,L,0,0,0,0,65,0.030000000000000027,0.030000000000000027,0.23,0.13,86,-5,1,-3,79,-5,1,-2,0,2,1,45833,44685,125,280,124,119,1,0,6,6,0,0,145,143,0,0,20,20,0,0,21,21,0,0,15,13,0,0,0,0,0,0,3,3,0,0,6,6,0,0,18,17,0,0,5,5,0,0,-4,-4,0,0
Adam Brooks,F,TOR,2019-20,23,1,Entry-Level,759167,L,0,0,0,0,7,-0.050000000000000044,-0.040000000000000036,-0.17,-0.57,4,1,-1,1,5,2,-1,1,0,0,0,3298,3113,118,42,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,4,0,1,5,5,0,0,1,1,0,0,3,3,0,0,2,2,0,0
Christoffer Ehn,F,DET,2019-20,23,-21,Entry-Level,759167,L,0,0,0,0,54,-0.09999999999999998,-0.06,0.01999999999999999,-0.7,-116,-26,-5,-5,-77,-20,-3,-2,-5,0,0,33628,29152,3871,38,36,32,4,0,2,2,0,0,59,57,2,0,6,3,3,0,12,11,1,0,4,3,1,0,1,1,0,0,96,92,2,0,130,123,1,0,18,12,0,1,2,1,0,0,14,14,0,0
Jordan Kyrou,F,STL,2019-20,21,1,Entry-Level,758333,R,0,1,0,0,28,0.050000000000000044,0.030000000000000027,0,-0.010000000000000009,57,4,-2,0,45,3,-3,-1,0,9,1,17811,16829,0,572,39,38,0,1,5,5,0,0,8,8,0,0,13,13,0,0,5,5,0,0,1,1,0,0,0,0,0,0,2,2,0,0,3,3,0,0,8,8,0,0,4,3,0,1,0,0,0,0
Brett Seney,F,N.J,2019-20,23,-1,Entry-Level,757500,L,0,0,0,0,2,-0.08000000000000007,-0.050000000000000044,0,0,-2,-1,-2,-1,-2,-1,-2,-1,0,0,0,1192,1192,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasmus Andersson,D,CGY,2019-20,22,-7,Entry-Level,755833,R,0,4,0,2,70,0.040000000000000036,0.010000000000000009,0,0.030000000000000027,81,1,4,5,37,-7,8,4,-2,65,9,83765,70600,2840,5836,123,96,1,13,5,4,0,0,51,46,0,3,19,17,0,2,39,36,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,73,0,3,17,7,0,4,10,10,0,0
Christian Jaros,D,OTT,2019-20,23,-2,Entry-Level,755000,R,0,0,0,1,13,-0.02999999999999997,-0.020000000000000018,0.2,0,-27,-4,6,0,-25,-2,5,1,-2,0,0,8134,7425,589,0,5,3,1,0,0,0,0,0,14,14,0,0,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,3,2,1,0,-6,-6,0,0
Chris Stewart,F,PHI,2019-20,31,-7,Standard (1-way),753757,R,0,0,0,0,16,-0.2,-0.19,0.76,-0.88,-39,-7,-8,-1,-40,-7,-9,-1,0,0,0,7504,7402,62,23,5,4,1,0,0,0,0,0,35,35,0,0,3,3,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,-2,-2,0,0
Aleksi Saarela,F,FLA,2019-20,22,2,Entry-Level,753333,L,0,1,0,0,9,0.009999999999999953,0.010000000000000009,0,0.12,-4,3,3,4,-7,1,-1,1,0,4,2,6612,6187,0,171,15,13,0,2,2,2,0,0,1,1,0,0,6,6,0,0,3,3,0,0,2,2,0,0,1,1,0,0,6,6,0,0,11,10,0,0,3,3,0,0,2,1,0,1,0,0,0,0
Ben Street,F,N.J,2019-20,32,1,Standard (2-way),750000,L,0,0,0,0,3,-0.06,-0.04999999999999999,0,0,-5,1,-2,0,-5,1,-2,0,0,0,0,1463,1288,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Dominik Simon,F,PIT,2019-20,24,-9,Standard (1-way),750000,L,0,1,0,0,64,0.020000000000000018,0.020000000000000018,-0.03,-0.09999999999999998,46,-11,-17,-5,42,-12,-13,-4,-1,12,1,55229,51874,862,1840,102,93,0,4,7,7,0,0,57,54,2,0,41,40,0,1,31,28,0,2,8,8,0,0,2,2,0,0,15,15,0,0,27,23,1,0,20,20,0,0,15,14,0,1,4,4,0,0
Teddy Blueger,F,PIT,2019-20,24,2,Standard (1-way),750000,L,0,0,0,2,69,-0.07,0,0.04999999999999999,-0.04999999999999993,-107,-15,-15,-1,-5,-2,-7,3,-12,3,0,65422,54047,9125,469,102,88,12,0,9,9,0,0,83,80,2,0,29,18,9,0,22,17,4,0,7,6,1,0,3,3,0,0,402,310,75,2,489,332,10,67,35,23,0,4,12,5,1,0,-4,-6,0,2
Carson Soucy,D,MIN,2019-20,24,16,Standard (2-way),750000,L,0,0,1,0,55,-0.06,-0.040000000000000036,0.1,0.15000000000000002,-71,12,-2,1,-34,14,2,3,-5,2,1,51575,46940,3704,115,61,57,2,0,7,6,0,0,69,64,5,0,17,16,1,0,16,14,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50,44,0,1,8,8,0,0,2,2,-2,0
Dylan Sikura,F,CHI,2019-20,24,1,Standard (2-way),750000,L,0,0,0,0,9,-0.020000000000000018,-0.020000000000000018,0,0,-7,1,-2,0,-7,1,-2,0,0,0,0,5345,5345,0,0,10,10,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,2,2,0,0,0,0,0,0
Mackenzie MacEachern,F,STL,2019-20,25,2,Standard (1-way),750000,L,0,0,0,0,51,0.030000000000000027,0.020000000000000018,0.05000000000000002,-0.53,14,4,-1,-2,17,4,-2,-2,0,-1,0,26848,26443,151,93,62,61,1,0,7,7,0,0,82,82,0,0,14,14,0,0,11,11,0,0,8,8,0,0,0,0,0,0,1,1,0,0,3,3,0,0,13,13,0,0,3,3,0,0,4,4,0,0
Greg McKegg,F,NYR,2019-20,27,-2,Standard (1-way),750000,L,0,0,1,1,53,-0.10999999999999999,-0.06,-0.04000000000000001,-0.89,-94,-8,-7,-4,-44,-5,-3,-2,-4,0,0,30431,26995,2938,56,39,37,2,0,5,4,1,0,69,65,4,0,14,12,2,0,13,12,1,0,8,7,0,0,1,1,0,0,105,92,9,1,106,93,0,5,24,19,0,0,4,3,1,0,-6,-6,0,0
Tomas Jurco,F,EDM,2019-20,26,1,Standard (1-way),750000,L,0,0,0,0,12,0.030000000000000027,0.030000000000000027,0,0.12,2,1,-1,-1,2,1,-1,-1,0,1,0,7232,7021,0,175,7,7,0,0,0,0,0,0,4,4,0,0,6,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,2,0,0,3,3,0,0,2,2,0,0,-2,-2,0,0
Justin Dowling,F,DAL,2019-20,28,-3,Standard (2-way),750000,L,0,0,0,0,29,0.040000000000000036,0,0.05000000000000002,-0.020000000000000018,31,-2,-3,-4,11,-1,-3,-4,0,22,1,19067,16651,138,2029,29,27,0,2,3,3,0,0,25,25,0,0,15,12,1,1,9,8,0,1,2,2,0,0,1,1,0,0,41,37,0,3,55,50,0,0,12,12,0,0,3,3,0,0,-8,-8,0,0
Chase De Leo,F,ANA,2019-20,23,0,Standard (2-way),750000,L,0,0,0,0,1,-0.30000000000000004,-0.31,0,0.32999999999999996,-8,0,0,0,-8,0,0,0,0,1,0,899,833,0,44,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Karson Kuhlman,F,BOS,2019-20,23,3,Entry-Level,750000,R,1,0,0,0,25,-0.010000000000000009,0.020000000000000018,-0.009999999999999981,-0.13,30,3,5,1,37,3,6,1,-1,1,1,18797,17543,1008,130,45,42,1,1,1,0,0,1,36,36,0,0,2,2,0,0,5,5,0,0,4,4,0,0,0,0,0,0,1,1,0,0,3,3,0,0,8,6,0,2,5,5,0,0,-2,0,0,0
Luca Sbisa,D,WPG,2019-20,29,1,Standard (1-way),750000,L,0,0,0,0,44,-0.09000000000000002,-0.010000000000000009,0.03,0.15000000000000002,-128,-12,-19,-6,-60,-3,-15,-2,-9,1,0,47232,41103,4821,92,49,44,4,0,2,2,0,0,91,83,4,0,4,4,0,0,26,21,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,71,51,0,3,8,7,0,0,-14,-12,0,0
Justin Bailey,F,VAN,2019-20,24,0,Standard (2-way),750000,R,0,0,0,0,2,-0.06,-0.03999999999999998,0,0,-3,0,-1,0,-3,0,-1,0,0,0,0,639,639,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Austin Poganski,F,STL,2019-20,23,0,Entry-Level,750000,R,0,0,0,0,1,-0.36,-0.38,0,0,-3,0,0,0,-3,0,0,0,0,0,0,354,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nic Dowd,F,WSH,2019-20,29,11,Standard (1-way),750000,R,0,0,3,0,56,-0.07,0.030000000000000027,0,-0.89,-25,-1,-5,-2,46,7,7,3,-9,-1,0,36457,27925,8115,49,52,43,8,0,7,4,2,0,117,109,8,0,22,15,7,0,7,7,0,0,3,2,0,0,2,1,0,0,274,191,76,3,277,189,1,7,26,13,0,1,8,8,0,0,-8,-12,0,0
Andy Andreoff,F,PHI,2019-20,28,-3,Standard (1-way),750000,L,0,0,0,0,14,-0.030000000000000027,-0.030000000000000027,0,-0.64,11,-3,-4,-2,11,-3,-4,-2,0,0,0,7169,7162,0,7,14,14,0,0,0,0,0,0,20,20,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,4,3,0,0,4,4,0,0,1,1,0,0,-2,-2,0,0
John Hayden,F,N.J,2019-20,24,-2,Standard (1-way),750000,R,0,0,0,0,43,-0.12,-0.09999999999999998,0.15,-0.18999999999999995,-88,-4,-16,-2,-84,-3,-13,-2,-1,0,0,24976,23821,469,124,39,39,0,0,3,3,0,0,87,85,2,0,13,13,0,0,7,6,1,0,0,0,0,0,0,0,0,0,4,4,0,0,13,11,0,0,27,26,0,1,1,1,0,0,-15,-13,-2,0
Vladislav Kamenev,F,COL,2019-20,22,-2,Standard (1-way),750000,L,0,2,0,0,38,0.020000000000000018,-0.040000000000000036,-0.03,-0.020000000000000018,35,0,-7,-2,-1,-2,-8,-3,0,28,2,20447,17798,141,2207,32,27,0,4,1,1,0,0,34,34,0,0,18,17,0,1,7,7,0,0,0,0,0,0,0,0,0,0,57,48,0,8,50,45,1,1,16,16,0,0,7,5,0,2,0,0,0,0
Daniel Sprong,F,ANA,2019-20,22,-2,Standard (1-way),750000,R,1,0,0,0,8,0.10999999999999999,0.08999999999999997,0,0.040000000000000036,21,0,2,1,15,0,1,1,0,6,1,6757,5563,0,707,17,13,0,3,1,0,0,1,4,4,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,2,2,0,0
Michael Del Zotto,D,ANA,2019-20,29,5,Standard (1-way),750000,L,0,1,0,0,49,-0.03999999999999998,-0.010000000000000009,-0.020000000000000018,0,-116,0,-12,-8,-73,8,-4,-2,-7,20,2,54689,46618,3803,2207,55,50,0,5,2,2,0,0,100,91,8,0,9,8,1,0,33,31,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,44,0,3,13,11,0,1,4,6,-2,0
Denis Malgin,F,TOR,2019-20,22,-9,Standard (1-way),750000,R,1,0,0,1,44,0.06000000000000005,0.030000000000000027,0.020000000000000018,0.020000000000000018,45,-8,-3,3,19,-14,-10,-4,0,27,3,31562,28386,522,2145,50,44,1,3,4,3,0,1,35,35,0,0,26,24,1,1,17,15,0,1,7,6,0,1,1,0,0,1,64,58,1,1,98,97,0,1,16,15,0,0,8,5,1,0,2,4,0,0
Troy Brouwer,F,STL,2019-20,33,1,Standard (2-way),750000,R,0,0,0,0,13,-0.07,-0.06,-0.1,-0.91,-17,1,1,2,-13,1,1,2,0,0,0,7374,7147,79,23,12,12,0,0,1,1,0,0,24,24,0,0,1,1,0,0,2,2,0,0,2,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,6,6,0,0,0,0,0,0,-2,-2,0,0
John Quenneville,F,CHI,2019-20,23,-1,Standard (2-way),750000,L,0,0,0,0,9,-0.010000000000000009,-0.020000000000000018,0,-0.29000000000000004,-10,-1,-5,-3,-9,0,-4,-2,0,2,0,5966,5516,11,396,14,13,0,1,0,0,0,0,21,21,0,0,2,2,0,0,5,5,0,0,1,1,0,0,0,0,0,0,3,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,2,2,0,0
Mark Friedman,D,PHI,2019-20,23,0,Entry-Level,749167,R,0,0,0,0,6,-0.15000000000000002,-0.15000000000000002,0,-1,-25,0,-2,1,-25,0,-2,1,0,0,0,4892,4864,0,28,2,2,0,0,0,0,0,0,8,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,4,4,0,0
Jesper Bratt,F,N.J,2019-20,20,-6,Entry-Level,749167,L,1,5,0,0,60,0.06,0.02999999999999997,-0.06,-0.06999999999999995,54,2,2,-1,-3,4,-1,-2,-1,69,3,50389,41566,155,7042,101,85,0,14,16,14,0,1,29,27,0,2,18,16,0,1,24,19,0,5,6,5,0,1,4,3,0,1,3,2,0,1,10,10,0,0,22,21,1,0,16,12,0,4,12,14,0,0
Victor Mete,D,MTL,2019-20,21,5,Entry-Level,748333,L,0,3,0,0,51,-0.020000000000000018,-0.020000000000000018,-0.010000000000000009,-0.13,-13,1,2,3,13,6,3,3,-3,1,1,48939,46015,1792,222,57,57,0,0,4,4,0,0,20,17,0,1,8,7,0,0,35,31,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,60,55,0,0,7,6,0,1,-8,-6,0,0
Jaret Anderson-Dolan,F,L.A,2019-20,19,-1,Entry-Level,747500,L,0,0,0,0,4,-0.050000000000000044,-0.050000000000000044,0,-0.77,-3,-1,-1,0,-3,-1,-1,0,0,0,0,2462,2413,0,49,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5,5,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren Foegele,F,CAR,2019-20,23,9,Entry-Level,746667,L,0,0,3,0,68,-0.010000000000000009,0,0.04999999999999999,-0.26,49,1,27,-3,74,3,24,-1,-3,1,0,55870,49852,4228,284,129,119,6,0,13,10,2,0,64,63,1,0,39,37,1,0,30,25,2,0,19,15,2,0,3,1,1,0,18,17,0,0,22,22,0,0,17,15,0,1,17,17,0,0,-12,-8,-2,0
Kyle Capobianco,D,ARI,2019-20,21,-1,Entry-Level,745000,L,0,0,0,0,9,-0.040000000000000036,-0.040000000000000036,0.009999999999999981,-0.77,-10,-3,3,0,-8,-2,3,0,-1,0,0,7972,7298,444,61,10,10,0,0,1,1,0,0,14,13,1,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
Sean Walker,D,L.A,2019-20,24,-12,Entry-Level,745000,R,0,5,0,0,70,0.020000000000000018,0.030000000000000027,0.07,-0.08999999999999997,111,-18,8,0,109,-16,9,3,-6,37,7,79004,68502,5037,3317,128,101,3,12,6,4,0,0,81,70,5,1,25,22,2,0,65,51,12,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,85,71,0,6,18,11,0,5,-14,-10,0,-4
Josh Mahura,D,ANA,2019-20,21,-3,Entry-Level,745000,L,0,0,0,0,13,0.020000000000000018,0.020000000000000018,-0.13999999999999999,-0.1399999999999999,-7,-5,-3,-2,-2,-4,-2,-1,0,4,-1,13425,11720,397,1032,15,14,0,1,1,1,0,0,5,4,0,0,2,2,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,3,3,0,0,-2,-2,0,0
Anton Lindholm,D,COL,2019-20,24,1,Standard (2-way),742500,L,0,0,0,0,4,-0.020000000000000018,-0.010000000000000009,0,0,-2,2,1,1,-1,2,1,1,0,0,0,2811,2532,90,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,1,0,0,0,0,0,0
Mason Appleton,F,WPG,2019-20,23,-9,Entry-Level,741667,R,0,0,1,0,46,-0.04999999999999999,0,-0.04999999999999999,-0.48000000000000004,-58,-11,2,-1,-29,-10,4,-1,-1,1,0,30808,27554,2479,285,55,53,2,0,5,4,1,0,20,19,0,0,11,7,4,0,10,8,1,0,6,4,2,0,2,1,1,0,5,3,1,0,8,7,0,0,12,12,0,0,3,3,0,0,10,8,2,0
Joona Luoto,F,WPG,2019-20,21,-3,Entry-Level,741667,L,0,0,0,0,16,-0.19,-0.16999999999999998,-0.21,-0.88,-31,-3,-6,-1,-29,-3,-5,-1,0,0,0,6326,6279,30,2,9,9,0,0,0,0,0,0,10,10,0,0,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,-2,-2,0,0
William Lagesson,D,EDM,2019-20,23,-4,Entry-Level,741666,L,0,0,0,0,8,-0.03999999999999998,-0.030000000000000027,0.030000000000000013,-0.65,-18,-5,-4,-3,-9,-4,-2,-2,-1,0,0,5627,4972,510,27,8,8,0,0,0,0,0,0,4,3,1,0,0,0,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,2,0,2,0
Taylor Fedun,D,DAL,2019-20,31,3,Standard (2-way),737500,R,0,0,0,0,27,0.020000000000000018,0.030000000000000027,-0.010000000000000009,0.06000000000000005,1,1,1,-2,5,1,2,-2,-2,6,1,22243,21166,525,176,40,39,0,1,2,2,0,0,16,15,1,0,2,2,0,0,12,11,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,18,0,1,7,6,0,0,-4,-2,0,0
Connor Bunnaman,F,PHI,2019-20,21,7,Entry-Level,736666,L,0,0,0,0,21,-0.07000000000000006,-0.07000000000000006,-0.29,0.32999999999999996,1,8,-1,1,2,8,-1,1,0,1,1,11531,11321,38,28,17,17,0,0,1,1,0,0,29,29,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,36,35,0,1,58,56,0,0,2,2,0,0,1,1,0,0,4,2,0,0
Drake Batherson,F,OTT,2019-20,21,-12,Entry-Level,736666,R,1,5,0,0,23,0.06000000000000005,-0.010000000000000009,-0.16,-0.030000000000000027,-5,-4,-1,-6,-35,-8,-2,-7,0,29,7,21399,17713,3,2836,32,24,0,6,3,2,0,1,51,51,0,0,5,4,0,1,5,5,0,0,1,1,0,0,0,0,0,0,4,4,0,0,3,3,0,0,11,11,0,0,7,2,0,5,0,4,0,-2
Joachim Blichfeld,F,S.J,2019-20,20,-2,Entry-Level,736666,R,0,0,0,0,3,-0.03999999999999998,-0.08999999999999997,0,-0.89,-8,-2,-1,0,-7,-2,-1,0,0,-1,0,2299,2256,0,43,3,3,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
Beck Malenstyn,F,WSH,2019-20,21,-1,Entry-Level,736666,L,0,0,0,0,3,-0.019999999999999962,0.010000000000000009,-0.19,0,-6,-3,0,0,-3,-1,0,0,-2,0,0,1644,1358,286,0,4,4,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Alan Quine,F,CGY,2019-20,26,-1,Standard (2-way),735000,L,0,0,0,0,9,0.010000000000000009,0,0,-0.85,-2,-1,-1,-2,-1,-1,-1,-2,0,0,0,5237,5190,0,10,12,12,0,0,1,1,0,0,6,6,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,-4,-4,0,0
Jacob Middleton,D,S.J,2019-20,23,-2,Entry-Level,735000,L,0,0,0,0,10,-0.030000000000000027,0.020000000000000018,-0.11000000000000001,0,11,-4,-2,-3,16,-3,-1,-2,-1,0,0,6460,5898,446,0,9,8,0,0,0,0,0,0,18,18,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,2,2,0,0,-2,-2,0,0
Sheldon Dries,F,COL,2019-20,25,-2,Standard (2-way),735000,L,0,0,0,0,5,-0.15000000000000002,-0.16000000000000003,0,0,-8,-2,-3,-1,-8,-2,-3,-1,0,0,0,2059,2031,0,0,2,2,0,0,0,0,0,0,16,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Ryan Graves,D,COL,2019-20,24,40,Standard (2-way),735000,L,0,0,0,2,69,-0.11000000000000004,-0.010000000000000009,-0.05000000000000002,-0.78,-139,16,-13,-2,31,28,2,1,-15,-4,0,78260,63659,10744,262,135,127,5,0,9,8,0,0,112,97,10,0,19,16,3,0,40,32,7,0,8,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,148,94,1,11,17,13,2,0,-28,-26,-6,0
Vitaly Abramov,F,OTT,2019-20,21,0,Entry-Level,730833,L,0,0,0,0,2,-0.14,-0.16000000000000003,0,0,-3,0,0,0,-3,0,0,0,0,0,0,694,694,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0
Yakov Trenin,F,NSH,2019-20,22,1,Entry-Level,730833,L,0,0,0,0,21,0.010000000000000009,0,0,-0.86,5,1,3,2,3,1,2,2,0,0,0,12284,11968,0,27,25,25,0,0,2,2,0,0,46,45,0,0,7,7,0,0,3,3,0,0,1,1,0,0,1,1,0,0,3,3,0,0,1,1,0,0,9,9,0,0,4,4,0,0,-2,-2,0,0
Oliver Kylington,D,CGY,2019-20,22,-6,Entry-Level,730833,L,0,0,0,0,48,-0.030000000000000027,-0.040000000000000036,-0.24,-0.75,-29,-6,0,2,-26,-7,0,2,0,0,0,39402,38422,79,30,37,36,0,0,2,1,0,0,36,36,0,0,8,7,1,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,5,5,0,0,0,0,0,0
Tim Gettinger,F,NYR,2019-20,21,1,Entry-Level,730000,L,0,0,0,0,2,0.09000000000000002,0.06,-0.33,-0.64,2,1,2,0,1,1,2,0,0,0,0,1006,944,25,17,3,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Mathieu Olivier,F,NSH,2019-20,22,1,Entry-Level,730000,R,0,0,0,0,8,-0.10000000000000003,-0.11000000000000004,0,0,6,1,-2,1,6,1,-2,1,0,0,0,3622,3622,0,0,6,6,0,0,0,0,0,0,17,17,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-4,-4,0,0
Mathieu Joseph,F,T.B,2019-20,22,-2,Entry-Level,728333,L,0,0,0,1,37,-0.010000000000000009,0,0.08000000000000002,-0.8,-14,-2,4,-1,-2,-1,4,-1,-2,-2,0,25590,23383,1685,150,35,32,2,0,4,4,0,0,47,46,0,1,17,15,2,0,12,10,2,0,6,5,1,0,2,2,0,0,4,3,0,0,10,8,0,0,10,8,0,0,3,1,1,0,4,4,0,0
Colton White,D,N.J,2019-20,22,-2,Entry-Level,728333,L,0,0,0,0,6,-0.15999999999999998,-0.12,-0.1,0,-39,-2,-3,0,-32,-2,-3,0,0,0,0,5035,4607,301,0,2,2,0,0,0,0,0,0,3,2,1,0,2,2,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,-2,-2,0,0
Anthony Cirelli,F,T.B,2019-20,21,28,Entry-Level,728333,L,1,5,1,1,68,-0.06000000000000005,0,-0.06999999999999999,-0.010000000000000009,-89,14,11,-3,22,25,13,4,-24,44,9,74499,56023,10667,3500,113,89,7,7,17,12,1,1,89,80,3,2,52,44,8,0,24,18,5,0,22,11,1,3,6,2,0,1,431,307,49,38,472,342,27,46,47,31,1,6,26,16,1,4,38,16,2,12
Samuel Girard,D,COL,2019-20,21,1,Entry-Level,728333,L,2,13,0,0,70,0.06000000000000005,0.010000000000000009,0.2,-0.010000000000000009,95,17,1,3,14,10,-9,-1,0,90,14,89446,75560,414,9562,96,77,0,11,4,3,0,1,46,45,0,0,38,28,1,7,39,32,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,83,2,0,30,15,0,12,24,22,0,0
